,Dates,Expo_smooth_pred,PLID,Product Family,Business Unit,holt_pred,Prophet_pred,SARMAX_pred,predictions_final,test_size
863,01-12-2023,1384.044684,C9300L-24T-4X-A,C9300L,UOPBLRBU,851.7509261,704.2664322,1424.673532,748.4019,M
864,01-01-2023,34237.88811,C9300-NM-8X,C9300,UOPBLRBU,42483.12315,54675.2645,68065.55019,39619.707,XL
865,01-02-2023,35902.95735,C9300-NM-8X,C9300,UOPBLRBU,43245.02438,52354.29449,25595.05549,50928.875,XL
866,01-03-2023,37551.37589,C9300-NM-8X,C9300,UOPBLRBU,43999.30659,49653.6823,28576.33823,52393.652,XL
867,01-04-2023,39183.31024,C9300-NM-8X,C9300,UOPBLRBU,44746.04599,46645.75152,44857.48386,41941.254,XL
868,01-05-2023,40798.92525,C9300-NM-8X,C9300,UOPBLRBU,45485.31798,43409.31551,42932.95936,40944.633,XL
869,01-06-2023,42398.38411,C9300-NM-8X,C9300,UOPBLRBU,46217.19726,40027.45484,37568.44846,37440.16,XL
870,01-07-2023,43981.84838,C9300-NM-8X,C9300,UOPBLRBU,46941.75775,36585.23951,50587.37021,47243.684,XL
871,01-08-2023,45549.47801,C9300-NM-8X,C9300,UOPBLRBU,47659.07263,33167.46101,36334.65329,34742.3,XL
872,01-09-2023,47101.43135,C9300-NM-8X,C9300,UOPBLRBU,48369.21436,29856.43758,47913.83522,35810.973,XL
873,01-10-2023,48637.86515,C9300-NM-8X,C9300,UOPBLRBU,49072.25467,26729.95239,71068.51147,35624.598,XL
874,01-11-2023,50158.93461,C9300-NM-8X,C9300,UOPBLRBU,49768.26458,23859.37916,48453.71233,35465.152,XL
875,01-12-2023,51664.79338,C9300-NM-8X,C9300,UOPBLRBU,50457.31439,21308.0431,41730.57796,20769.191,XL
876,01-01-2023,844.6820381,C9300L-48P-4G-E,C9300L,UOPBLRBU,1127.358514,2044.083945,1688.075984,1946.1632,L
877,01-02-2023,863.0310802,C9300L-48P-4G-E,C9300L,UOPBLRBU,1146.804597,2494.187326,637.3531048,2335.9868,L
878,01-03-2023,881.0530615,C9300L-48P-4G-E,C9300L,UOPBLRBU,1166.050357,3000.687943,829.3266703,2576.9546,L
879,01-04-2023,898.7538119,C9300L-48P-4G-E,C9300L,UOPBLRBU,1185.09786,3548.267996,1027.618915,3117.8638,L
880,01-05-2023,916.139057,C9300L-48P-4G-E,C9300L,UOPBLRBU,1203.949147,4120.254062,1051.82174,3659.6,L
881,01-06-2023,933.2144205,C9300L-48P-4G-E,C9300L,UOPBLRBU,1222.606239,4699.135077,918.2110447,3659.6,L
882,01-07-2023,949.9854259,C9300L-48P-4G-E,C9300L,UOPBLRBU,1241.071137,5267.106435,2577.037364,3904.72,L
883,01-08-2023,966.4574983,C9300L-48P-4G-E,C9300L,UOPBLRBU,1259.345821,5806.62398,790.8962156,2262.8962,L
884,01-09-2023,982.6359658,C9300L-48P-4G-E,C9300L,UOPBLRBU,1277.432249,6300.951365,1459.808371,2425.9832,L
885,01-10-2023,998.5260618,C9300L-48P-4G-E,C9300L,UOPBLRBU,1295.332363,6734.684389,1451.355103,3098.4204,L
886,01-11-2023,1014.132926,C9300L-48P-4G-E,C9300L,UOPBLRBU,1313.04808,7094.236591,1027.327806,3583.2334,L
887,01-12-2023,1029.461608,C9300L-48P-4G-E,C9300L,UOPBLRBU,1330.5813,7368.271441,1395.465675,3583.2334,L
888,01-01-2023,1740.218088,C9300L-48P-4X-E,C9300L,UOPBLRBU,2898.760238,4965.545418,5788.13335,5026.8345,XL
889,01-02-2023,1756.273996,C9300L-48P-4X-E,C9300L,UOPBLRBU,2956.779023,4229.168771,2104.652557,4295.4253,L
890,01-03-2023,1772.169345,C9300L-48P-4X-E,C9300L,UOPBLRBU,3014.189168,3627.086754,2512.333534,3202.3206,L
891,01-04-2023,1787.90574,C9300L-48P-4X-E,C9300L,UOPBLRBU,3070.997057,3163.318443,4137.020487,3318.3213,L
892,01-05-2023,1803.484771,C9300L-48P-4X-E,C9300L,UOPBLRBU,3127.209007,2838.723102,2218.622045,2582.0144,L
893,01-06-2023,1818.908011,C9300L-48P-4X-E,C9300L,UOPBLRBU,3182.831271,2651.068143,2647.64843,2423.7239,L
894,01-07-2023,1834.17702,C9300L-48P-4X-E,C9300L,UOPBLRBU,3237.870035,2595.156196,6505.650551,3750.3643,L
895,01-08-2023,1849.293338,C9300L-48P-4X-E,C9300L,UOPBLRBU,3292.33142,2663.007823,2781.610309,2423.7239,L
896,01-09-2023,1864.258493,C9300L-48P-4X-E,C9300L,UOPBLRBU,3346.221482,2844.095386,2607.453953,2664.6914,L
897,01-10-2023,1879.073997,C9300L-48P-4X-E,C9300L,UOPBLRBU,3399.546215,3125.622726,4095.852015,3318.3213,L
898,01-11-2023,1893.741345,C9300L-48P-4X-E,C9300L,UOPBLRBU,3452.311551,3492.84457,3859.79611,3410.525,L
899,01-12-2023,1908.26202,C9300L-48P-4X-E,C9300L,UOPBLRBU,3504.523356,3929.418895,2725.511462,3666.19,L
900,01-01-2023,1228.876758,C9300L-48P-4X-A,C9300L,UOPBLRBU,2327.938821,3881.778674,4044.835024,3717.5435,L
901,01-02-2023,1218.854748,C9300L-48P-4X-A,C9300L,UOPBLRBU,2418.598674,3822.555257,1094.632257,3408.9846,L
902,01-03-2023,1208.932958,C9300L-48P-4X-A,C9300L,UOPBLRBU,2508.299764,3900.446505,1943.082596,3601.5427,L
903,01-04-2023,1199.110386,C9300L-48P-4X-A,C9300L,UOPBLRBU,2597.052231,4108.958167,2510.221008,3659.6,L
904,01-05-2023,1189.38604,C9300L-48P-4X-A,C9300L,UOPBLRBU,2684.866107,4438.524132,2235.905435,3604.7031,L
905,01-06-2023,1179.758937,C9300L-48P-4X-A,C9300L,UOPBLRBU,2771.751318,4876.800014,1789.971363,3604.7031,L
906,01-07-2023,1170.228105,C9300L-48P-4X-A,C9300L,UOPBLRBU,2857.717684,5409.007222,4366.054673,4336.1123,L
907,01-08-2023,1160.792582,C9300L-48P-4X-A,C9300L,UOPBLRBU,2942.774923,6018.318377,2333.023141,3604.63,L
908,01-09-2023,1151.451413,C9300L-48P-4X-A,C9300L,UOPBLRBU,3026.932649,6686.274521,2658.287199,4498.767,L
909,01-10-2023,1142.203657,C9300L-48P-4X-A,C9300L,UOPBLRBU,3110.200375,7393.224258,4373.910397,5997.373,XL
910,01-11-2023,1133.048378,C9300L-48P-4X-A,C9300L,UOPBLRBU,3192.587513,8118.774995,3435.76476,5812.4478,XL
911,01-12-2023,1123.984652,C9300L-48P-4X-A,C9300L,UOPBLRBU,3274.103376,8842.246622,2579.334583,7243.359,XL
912,01-01-2023,876.1652089,C9300L-48UXG-4X-A,C9300L,UOPBLRBU,1238.340082,1691.75209,1835.823363,1459.1014,M
913,01-02-2023,896.9896907,C9300L-48UXG-4X-A,C9300L,UOPBLRBU,1337.979099,1536.238306,925.8383092,1154.5967,M
914,01-03-2023,917.4789305,C9300L-48UXG-4X-A,C9300L,UOPBLRBU,1436.632556,1390.857405,923.2188014,1217.388,M
915,01-04-2023,937.6383253,C9300L-48UXG-4X-A,C9300L,UOPBLRBU,1534.310202,1258.482183,1051.066632,1293.6887,M
916,01-05-2023,957.473185,C9300L-48UXG-4X-A,C9300L,UOPBLRBU,1631.021688,1142.11853,997.061613,1005.5374,M
917,01-06-2023,976.9887341,C9300L-48UXG-4X-A,C9300L,UOPBLRBU,1726.776571,1044.797909,866.2885972,1005.5374,M
918,01-07-2023,996.190113,C9300L-48UXG-4X-A,C9300L,UOPBLRBU,1821.584313,969.4528072,1790.818653,1126.9172,M
919,01-08-2023,1015.082379,C9300L-48UXG-4X-A,C9300L,UOPBLRBU,1915.454283,918.7798472,940.7307699,856.2196,M
920,01-09-2023,1033.67051,C9300L-48UXG-4X-A,C9300L,UOPBLRBU,2008.395757,895.0959127,1312.275427,932.5204,M
921,01-10-2023,1051.9594,C9300L-48UXG-4X-A,C9300L,UOPBLRBU,2100.417918,900.1931465,1749.268955,977.5989,M
922,01-11-2023,1069.953867,C9300L-48UXG-4X-A,C9300L,UOPBLRBU,2191.529859,935.1989426,2403.23652,1126.9172,M
923,01-12-2023,1087.658651,C9300L-48UXG-4X-A,C9300L,UOPBLRBU,2281.740585,1000.447122,1562.088997,1126.9172,M
924,01-01-2023,689.4798508,C9300X-12Y,C9300AG,EBBU,813.898548,663.5889975,616,627.0225,M
925,01-02-2023,762.2249031,C9300X-12Y,C9300AG,EBBU,883.4443424,664.3770403,616,627.0225,M
926,01-03-2023,834.2425048,C9300X-12Y,C9300AG,EBBU,952.2700584,665.1650831,616,627.0225,M
927,01-04-2023,905.5399305,C9300X-12Y,C9300AG,EBBU,1020.383152,665.953126,699,632.21735,M
928,01-05-2023,976.124382,C9300X-12Y,C9300AG,EBBU,1087.791001,666.7411688,791,695.0084,M
929,01-06-2023,1046.002989,C9300X-12Y,C9300AG,EBBU,1154.500909,667.5292116,1084,771.30927,M
930,01-07-2023,1115.18281,C9300X-12Y,C9300AG,EBBU,1220.520101,668.3172544,1265,771.30927,M
931,01-08-2023,1183.670833,C9300X-12Y,C9300AG,EBBU,1285.855729,669.1052973,885,695.0084,M
932,01-09-2023,1251.473975,C9300X-12Y,C9300AG,EBBU,1350.514871,669.8933401,977,695.0084,M
933,01-10-2023,1318.599086,C9300X-12Y,C9300AG,EBBU,1414.504532,670.6813829,1265,771.30927,M
934,01-11-2023,1385.052946,C9300X-12Y,C9300AG,EBBU,1477.831642,671.4694258,1458,816.38776,M
935,01-12-2023,1450.842267,C9300X-12Y,C9300AG,EBBU,1540.503062,672.2574686,1232,771.30927,M
936,01-01-2023,571.0675742,C9300X-24Y,C9300AG,EBBU,797.0730433,651.1164094,550,627.0225,M
937,01-02-2023,591.9244726,C9300X-24Y,C9300AG,EBBU,854.5182242,651.8063595,550,627.0225,M
938,01-03-2023,612.5728021,C9300X-24Y,C9300AG,EBBU,911.2721198,652.4963095,564.000007,627.0225,M
939,01-04-2023,633.0146482,C9300X-24Y,C9300AG,EBBU,967.3430489,653.1862596,586.000007,627.0225,M
940,01-05-2023,653.2520759,C9300X-24Y,C9300AG,EBBU,1022.73923,653.8762096,645.000007,632.21735,M
941,01-06-2023,673.2871293,C9300X-24Y,C9300AG,EBBU,1077.468783,654.5661597,955.000007,632.21735,M
942,01-07-2023,693.1218322,C9300X-24Y,C9300AG,EBBU,1131.539731,655.2561098,1713.000007,753.5967,M
943,01-08-2023,712.758188,C9300X-24Y,C9300AG,EBBU,1184.959998,655.9460598,804.000007,632.21735,M
944,01-09-2023,732.1981803,C9300X-24Y,C9300AG,EBBU,1237.737414,656.6360099,962.000007,632.21735,M
945,01-10-2023,751.4437727,C9300X-24Y,C9300AG,EBBU,1289.879717,657.3259599,1251.000007,708.5182,M
946,01-11-2023,770.4969092,C9300X-24Y,C9300AG,EBBU,1341.394548,658.01591,1122.000007,708.5182,M
947,01-12-2023,789.3595142,C9300X-24Y,C9300AG,EBBU,1392.289458,658.7058601,1086.000007,708.5182,M
948,01-01-2023,6031.124019,C9400-LC-48U,C9400,UOPBLRBU,7051.710897,9026.760197,9015.326383,8784.263,XL
949,01-02-2023,6123.316798,C9400-LC-48U,C9400,UOPBLRBU,7290.420403,7018.763556,4675.602176,6588.009,XL
950,01-03-2023,6214.587649,C9400-LC-48U,C9400,UOPBLRBU,7526.742815,5061.247993,3655.87583,4947.6357,L
951,01-04-2023,6304.945792,C9400-LC-48U,C9400,UOPBLRBU,7760.702003,3213.636571,6585.996286,3833.9504,L
952,01-05-2023,6394.400353,C9400-LC-48U,C9400,UOPBLRBU,7992.321598,1532.402665,4221.864783,1964.6561,L
953,01-06-2023,6482.960369,C9400-LC-48U,C9400,UOPBLRBU,8221.624998,69.22466737,4916.976961,3250.8098,L
954,01-07-2023,6570.634785,C9400-LC-48U,C9400,UOPBLRBU,8448.635364,-1130.732411,7292.502851,2686.829,L
955,01-08-2023,6657.432456,C9400-LC-48U,C9400,UOPBLRBU,8673.375626,-2030.354218,5464.202553,2709.0913,L
956,01-09-2023,6743.362151,C9400-LC-48U,C9400,UOPBLRBU,8895.868485,-2601.884029,6818.554355,2682.2122,L
957,01-10-2023,6828.432548,C9400-LC-48U,C9400,UOPBLRBU,9116.136416,-2827.956846,8444.038032,2873.28,L
958,01-11-2023,6912.652242,C9400-LC-48U,C9400,UOPBLRBU,9334.201668,-2702.325967,7497.529893,2719.2505,L
959,01-12-2023,6996.029739,C9400-LC-48U,C9400,UOPBLRBU,9550.086267,-2230.256392,6760.474483,2682.2122,L
960,01-01-2023,2274.854915,C9400-SUP-1,C9400,UOPBLRBU,2716.33577,3556.867709,4518.507866,3567.1045,L
961,01-02-2023,2291.541281,C9400-SUP-1,C9400,UOPBLRBU,2777.639738,3585.680115,1962.725199,3395.507,L
962,01-03-2023,2308.060783,C9400-SUP-1,C9400,UOPBLRBU,2838.330667,3563.628293,1567.055705,3395.507,L
963,01-04-2023,2324.41509,C9400-SUP-1,C9400,UOPBLRBU,2898.414687,3499.704259,2683.191827,3478.184,L
964,01-05-2023,2340.605855,C9400-SUP-1,C9400,UOPBLRBU,2957.897867,3404.015352,1903.906852,3395.507,L
965,01-06-2023,2356.634711,C9400-SUP-1,C9400,UOPBLRBU,3016.786214,3287.371756,1980.722324,3395.507,L
966,01-07-2023,2372.503279,C9400-SUP-1,C9400,UOPBLRBU,3075.085678,3160.854005,3185.526951,3511.5078,L
967,01-08-2023,2388.213161,C9400-SUP-1,C9400,UOPBLRBU,3132.802148,3035.374725,2290.648208,2775.201,L
968,01-09-2023,2403.765945,C9400-SUP-1,C9400,UOPBLRBU,3189.941453,2921.249022,2933.621514,2857.878,L
969,01-10-2023,2419.1632,C9400-SUP-1,C9400,UOPBLRBU,3246.509365,2827.787659,3441.763442,2891.2017,L
970,01-11-2023,2434.406483,C9400-SUP-1,C9400,UOPBLRBU,3302.511597,2762.926434,2808.371741,2857.878,L
971,01-12-2023,2449.497333,C9400-SUP-1,C9400,UOPBLRBU,3357.953808,2732.904044,2542.562896,2775.201,L
972,01-01-2023,3738.018226,C9400-LC-48UX,C9400,UOPBLRBU,5053.790816,5561.169358,6877.033797,4953.8,L
973,01-02-2023,3813.27627,C9400-LC-48UX,C9400,UOPBLRBU,5317.738082,5417.46954,2472.390467,4669.192,L
974,01-03-2023,3887.781733,C9400-LC-48UX,C9400,UOPBLRBU,5579.045875,5123.091668,2482.166484,4669.192,L
975,01-04-2023,3961.542141,C9400-LC-48UX,C9400,UOPBLRBU,5837.74059,4689.518077,3656.801955,4785.193,L
976,01-05-2023,4034.564946,C9400-LC-48UX,C9400,UOPBLRBU,6093.848358,4132.092188,2926.382586,4577.7793,L
977,01-06-2023,4106.857522,C9400-LC-48UX,C9400,UOPBLRBU,6347.395049,3469.531597,3540.512594,3805.233,L
978,01-07-2023,4178.427173,C9400-LC-48UX,C9400,UOPBLRBU,6598.406272,2723.350754,5033.304155,3240.524,L
979,01-08-2023,4249.281127,C9400-LC-48UX,C9400,UOPBLRBU,6846.907383,1917.210533,3337.32731,2498.3435,L
980,01-09-2023,4319.426542,C9400-LC-48UX,C9400,UOPBLRBU,7092.923483,1076.213943,3898.197623,1989.1743,L
981,01-10-2023,4388.870502,C9400-LC-48UX,C9400,UOPBLRBU,7336.479422,226.1685756,5385.954287,1992.0935,L
982,01-11-2023,4457.620023,C9400-LC-48UX,C9400,UOPBLRBU,7577.599802,-607.1628518,5355.489597,1992.0935,L
983,01-12-2023,4525.682049,C9400-LC-48UX,C9400,UOPBLRBU,7816.308978,-1398.802348,4146.749676,1740.6859,L
984,01-01-2023,11607.85431,C9400-PWR-3200AC,C9400,UOPBLRBU,14828.82032,17510.1237,22447.22126,13191.021,XL
985,01-02-2023,11914.61007,C9400-PWR-3200AC,C9400,UOPBLRBU,15393.10012,17602.32078,8483.454132,16296.385,XL
986,01-03-2023,12218.29827,C9400-PWR-3200AC,C9400,UOPBLRBU,15951.73712,17301.61736,8328.311849,14126.416,XL
987,01-04-2023,12518.9496,C9400-PWR-3200AC,C9400,UOPBLRBU,16504.78775,16640.05901,14202.67291,16059.353,XL
988,01-05-2023,12816.59441,C9400-PWR-3200AC,C9400,UOPBLRBU,17052.30788,15659.29847,9504.979803,17425.594,XL
989,01-06-2023,13111.26277,C9400-PWR-3200AC,C9400,UOPBLRBU,17594.3528,14409.0722,10201.64535,14922.203,XL
990,01-07-2023,13402.98445,C9400-PWR-3200AC,C9400,UOPBLRBU,18130.97727,12945.47207,17091.44156,14761.8125,XL
991,01-08-2023,13691.78891,C9400-PWR-3200AC,C9400,UOPBLRBU,18662.2355,11329.06702,11343.18345,11643.929,XL
992,01-09-2023,13977.70533,C9400-PWR-3200AC,C9400,UOPBLRBU,19188.18115,9622.933336,12424.89116,10030.027,XL
993,01-10-2023,14260.76258,C9400-PWR-3200AC,C9400,UOPBLRBU,19708.86734,7890.653857,19191.53443,7043.905,XL
994,01-11-2023,14540.98926,C9400-PWR-3200AC,C9400,UOPBLRBU,20224.34667,6194.346311,17570.8872,10534.332,XL
995,01-12-2023,14818.41367,C9400-PWR-3200AC,C9400,UOPBLRBU,20734.6712,4592.779406,14013.79507,4259.3745,L
996,01-01-2023,1800.99921,C9400-SUP-1XL,C9400,UOPBLRBU,2116.829474,3003.92434,3590.985911,2752.912,L
997,01-02-2023,1824.760678,C9400-SUP-1XL,C9400,UOPBLRBU,2163.569612,2334.849541,1283.282677,2079.7769,L
998,01-03-2023,1848.28676,C9400-SUP-1XL,C9400,UOPBLRBU,2209.724927,1594.296883,1683.317036,1521.8927,L
999,01-04-2023,1871.579789,C9400-SUP-1XL,C9400,UOPBLRBU,2255.302737,797.9229375,2997.397085,1037.7421,M
1000,01-05-2023,1894.642071,C9400-SUP-1XL,C9400,UOPBLRBU,2300.310268,-36.88315639,1728.901909,637.2877,M
1001,01-06-2023,1917.475894,C9400-SUP-1XL,C9400,UOPBLRBU,2344.754655,-891.4594126,2165.823177,637.2877,M
1002,01-07-2023,1940.08352,C9400-SUP-1XL,C9400,UOPBLRBU,2388.642944,-1746.36781,2337.316316,637.2877,M
1003,01-08-2023,1962.46719,C9400-SUP-1XL,C9400,UOPBLRBU,2431.982094,-2581.914249,2090.732666,637.2877,M
1004,01-09-2023,1984.629123,C9400-SUP-1XL,C9400,UOPBLRBU,2474.778976,-3378.677053,2473.186278,637.2877,M
1005,01-10-2023,2006.571515,C9400-SUP-1XL,C9400,UOPBLRBU,2517.040374,-4118.029171,3069.984082,751.4152,M
1006,01-11-2023,2028.296541,C9400-SUP-1XL,C9400,UOPBLRBU,2558.772988,-4782.639445,2442.437963,637.2877,M
1007,01-12-2023,2049.806355,C9400-SUP-1XL,C9400,UOPBLRBU,2599.983435,-5356.938898,2732.359313,788.1362,M
1008,01-01-2023,950.825314,C9400-SUP-1XL-Y,C9400,UOPBLRBU,946.028476,1204.098746,1403.527772,1225.7028,M
1009,01-02-2023,966.4937105,C9400-SUP-1XL-Y,C9400,UOPBLRBU,990.1528473,1723.121381,479.7825001,1341.4075,M
1010,01-03-2023,982.0067454,C9400-SUP-1XL-Y,C9400,UOPBLRBU,1033.838183,2228.389117,601.0131658,1838.091,L
1011,01-04-2023,997.3659593,C9400-SUP-1XL-Y,C9400,UOPBLRBU,1077.088853,2713.064251,976.2127467,2576.9546,L
1012,01-05-2023,1012.572877,C9400-SUP-1XL-Y,C9400,UOPBLRBU,1119.90918,3170.749145,728.9536209,2515.4802,L
1013,01-06-2023,1027.62901,C9400-SUP-1XL-Y,C9400,UOPBLRBU,1162.303447,3595.588082,720.6956129,2515.4802,L
1014,01-07-2023,1042.535851,C9400-SUP-1XL-Y,C9400,UOPBLRBU,1204.275894,3982.356931,1304.38429,3601.5427,L
1015,01-08-2023,1057.294882,C9400-SUP-1XL-Y,C9400,UOPBLRBU,1245.830717,4326.539244,741.1969941,3017.7043,L
1016,01-09-2023,1071.907569,C9400-SUP-1XL-Y,C9400,UOPBLRBU,1286.972071,4624.387768,930.7347332,3659.6,L
1017,01-10-2023,1086.375362,C9400-SUP-1XL-Y,C9400,UOPBLRBU,1327.704071,4872.97062,1343.914255,3659.6,L
1018,01-11-2023,1100.699698,C9400-SUP-1XL-Y,C9400,UOPBLRBU,1368.03079,5070.20171,1338.810776,3659.6,L
1019,01-12-2023,1114.882,C9400-SUP-1XL-Y,C9400,UOPBLRBU,1407.95626,5214.855281,1120.767007,3659.6,L
1020,01-01-2023,153.8220441,C9407R-96U-BNDL-E,C9400,UOPBLRBU,196.0449403,365.3113481,488.0790812,330.9612,S
1021,01-02-2023,146.7122789,C9407R-96U-BNDL-E,C9400,UOPBLRBU,185.4674972,181.316979,146.9897581,175.46504,S
1022,01-03-2023,139.6700564,C9407R-96U-BNDL-E,C9400,UOPBLRBU,175.5573331,0.345128313,148.7210268,85.489265,XS
1023,01-04-2023,132.694735,C9407R-96U-BNDL-E,C9400,UOPBLRBU,166.2723527,-173.8049904,333.5682978,179.42937,S
1024,01-05-2023,125.7856791,C9407R-96U-BNDL-E,C9400,UOPBLRBU,157.5731161,-337.5477164,295.8824245,119.0862,S
1025,01-06-2023,118.9422593,C9407R-96U-BNDL-E,C9400,UOPBLRBU,149.4226717,-487.6026777,185.0150043,119.0862,S
1026,01-07-2023,112.163852,C9407R-96U-BNDL-E,C9400,UOPBLRBU,141.7863988,-621.0771375,261.3082522,119.0862,S
1027,01-08-2023,105.4498396,C9407R-96U-BNDL-E,C9400,UOPBLRBU,134.6318609,-735.53676,241.551779,119.0862,S
1028,01-09-2023,98.79961025,C9407R-96U-BNDL-E,C9400,UOPBLRBU,127.9286678,-829.0629541,275.2931136,119.0862,S
1029,01-10-2023,92.2125581,C9407R-96U-BNDL-E,C9400,UOPBLRBU,121.6483462,-900.2953405,374.5499706,179.42937,S
1030,01-11-2023,85.68808294,C9407R-96U-BNDL-E,C9400,UOPBLRBU,115.7642192,-948.4583264,242.8617129,119.0862,S
1031,01-12-2023,79.2255903,C9407R-96U-BNDL-E,C9400,UOPBLRBU,110.251293,-973.371224,234.0434851,119.0862,S
1032,01-01-2023,704.8873601,C9410R-96U-BNDL-A,C9400,UOPBLRBU,1039.984563,1139.289016,1509.368882,1064.1262,M
1033,01-02-2023,700.8147804,C9410R-96U-BNDL-A,C9400,UOPBLRBU,1086.953308,1240.366477,415.5550584,1154.5967,M
1034,01-03-2023,696.7818706,C9410R-96U-BNDL-A,C9400,UOPBLRBU,1133.460519,1328.461392,432.9683279,1154.5967,M
1035,01-04-2023,692.7882444,C9410R-96U-BNDL-A,C9400,UOPBLRBU,1179.51073,1402.598152,751.6345825,1154.5967,M
1036,01-05-2023,688.833519,C9410R-96U-BNDL-A,C9400,UOPBLRBU,1225.108433,1462.170131,480.5449059,1154.5967,M
1037,01-06-2023,684.9173156,C9410R-96U-BNDL-A,C9400,UOPBLRBU,1270.258074,1506.936771,620.3522113,1154.5967,M
1038,01-07-2023,681.0392589,C9410R-96U-BNDL-A,C9400,UOPBLRBU,1314.964056,1537.010921,1160.193174,1396.282,M
1039,01-08-2023,677.1989774,C9410R-96U-BNDL-A,C9400,UOPBLRBU,1359.230738,1552.837259,697.6059154,1045.0209,M
1040,01-09-2023,673.396103,C9410R-96U-BNDL-A,C9400,UOPBLRBU,1403.062438,1555.162804,752.446096,1045.0209,M
1041,01-10-2023,669.6302715,C9410R-96U-BNDL-A,C9400,UOPBLRBU,1446.463429,1545.000763,1204.293222,1396.282,M
1042,01-11-2023,665.9011219,C9410R-96U-BNDL-A,C9400,UOPBLRBU,1489.437945,1523.589049,1069.468294,1396.282,M
1043,01-12-2023,662.208297,C9410R-96U-BNDL-A,C9400,UOPBLRBU,1531.990174,1492.34494,815.2855197,1154.5967,M
1044,01-01-2023,2113.627785,C9500-24Y4C,C9500,EBBU,2530.645995,3419.467131,4496.732917,3622.0015,L
1045,01-02-2023,2119.199292,C9500-24Y4C,C9500,EBBU,2588.909612,3014.756921,1622.403903,2830.098,L
1046,01-03-2023,2124.715083,C9500-24Y4C,C9500,EBBU,2646.59109,2613.691634,1864.475682,2534.2332,L
1047,01-04-2023,2130.175717,C9500-24Y4C,C9500,EBBU,2703.696245,2222.759643,2978.647944,2299.7356,L
1048,01-05-2023,2135.581745,C9500-24Y4C,C9500,EBBU,2760.230834,1848.245471,2174.3704,1788.3602,L
1049,01-06-2023,2140.933712,C9500-24Y4C,C9500,EBBU,2816.20056,1496.098612,2505.031092,1596.3547,L
1050,01-07-2023,2146.23216,C9500-24Y4C,C9500,EBBU,2871.611065,1171.808827,3084.717888,1322.2809,M
1051,01-08-2023,2151.477623,C9500-24Y4C,C9500,EBBU,2926.467937,880.290859,2548.413865,1069.8026,M
1052,01-09-2023,2156.670631,C9500-24Y4C,C9500,EBBU,2980.776708,625.7813439,3785.046582,1092.8047,M
1053,01-10-2023,2161.81171,C9500-24Y4C,C9500,EBBU,3034.542854,411.7503956,3472.463984,928.57434,M
1054,01-11-2023,2166.901377,C9500-24Y4C,C9500,EBBU,3087.771797,240.8300628,3042.492967,805.9146,M
1055,01-12-2023,2171.940148,C9500-24Y4C,C9500,EBBU,3140.468904,114.7614422,3184.339395,886.9674,M
1056,01-01-2023,799.199261,C9500-40X,C9500,EBBU,1772.388033,2563.317594,1975.921401,2395.9438,L
1057,01-02-2023,856.8165294,C9500-40X,C9500,EBBU,1747.877232,3855.784017,1211.748238,3601.5427,L
1058,01-03-2023,913.8576251,C9500-40X,C9500,EBBU,1723.611539,5248.827031,1373.15533,3659.6,L
1059,01-04-2023,970.3283099,C9500-40X,C9500,EBBU,1699.588503,6724.705703,1975.339191,3098.4204,L
1060,01-05-2023,1026.234288,C9500-40X,C9500,EBBU,1675.805697,8262.594584,3724.623073,4828.828,L
1061,01-06-2023,1081.581206,C9500-40X,C9500,EBBU,1652.26072,9838.958158,2040.77732,7120.835,XL
1062,01-07-2023,1136.374655,C9500-40X,C9500,EBBU,1628.951192,11428.0138,2738.868416,10380.746,XL
1063,01-08-2023,1190.620169,C9500-40X,C9500,EBBU,1605.87476,13002.27243,1708.754874,10539.875,XL
1064,01-09-2023,1244.323229,C9500-40X,C9500,EBBU,1583.029091,14533.14376,2575.499012,15059.683,XL
1065,01-10-2023,1297.489257,C9500-40X,C9500,EBBU,1560.41188,15991.59073,4763.021487,14853.682,XL
1066,01-11-2023,1350.123626,C9500-40X,C9500,EBBU,1538.020841,17348.81647,1816.167739,11552.654,XL
1067,01-12-2023,1402.231651,C9500-40X,C9500,EBBU,1515.853712,18576.96553,1145.610319,19232.607,XL
1068,01-01-2023,2809.15856,C9500-48Y4C,C9500,EBBU,4332.56888,5554.402042,6727.878383,4891.9727,L
1069,01-02-2023,2827.135534,C9500-48Y4C,C9500,EBBU,4503.371015,5568.845683,2698.149296,4852.485,L
1070,01-03-2023,2844.932738,C9500-48Y4C,C9500,EBBU,4672.465128,5603.428445,3058.419391,4852.485,L
1071,01-04-2023,2862.551971,C9500-48Y4C,C9500,EBBU,4839.8683,5654.059537,4757.001481,5523.001,XL
1072,01-05-2023,2879.995011,C9500-48Y4C,C9500,EBBU,5005.597441,5716.332321,3036.749557,5311.7847,XL
1073,01-06-2023,2897.263621,C9500-48Y4C,C9500,EBBU,5169.66929,5785.711835,3182.113408,5406.9355,XL
1074,01-07-2023,2914.359544,C9500-48Y4C,C9500,EBBU,5332.100421,5857.71636,5913.893586,5584.828,XL
1075,01-08-2023,2931.284509,C9500-48Y4C,C9500,EBBU,5492.90724,5928.086661,3827.481491,5406.9355,XL
1076,01-09-2023,2948.040223,C9500-48Y4C,C9500,EBBU,5652.105991,5992.937188,4246.179405,5584.828,XL
1077,01-10-2023,2964.628381,C9500-48Y4C,C9500,EBBU,5809.712754,6048.884411,21564.3074,5075.984,XL
